INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,BUILDTYPE,SALES_PRICE
1094,1,1,3,Yes,Others,7716505
1796,1,1,4,Yes,House,12892760
946,1,1,3,No,House,7812550
1697,2,1,4,No,Others,9586150
1813,2,1,5,No,Others,12195890
1656,2,1,4,Yes,House,11574940
1738,1,1,4,Yes,Commercial,21194540
1155,1,1,3,Yes,House,9782000
768,1,1,2,No,Others,6633410
1818,3,2,5,Yes,Others,8563860
1199,1,1,3,No,Others,9882100
1658,1,1,4,No,Commercial,17622540
2034,3,2,5,Yes,House,12823400
1899,2,1,5,Yes,House,12511230
1621,2,1,4,Yes,Commercial,16197860
1660,2,1,4,Yes,Others,9311620
1037,1,1,3,Yes,Commercial,8090500
868,1,1,3,No,Others,7589010
783,1,1,2,Yes,House,7101750
1642,2,1,4,No,Commercial,15340410
1618,1,1,4,Yes,House,11040310
1645,2,1,4,No,House,9287430
1150,1,1,3,No,Others,5100250
2186,3,2,5,Yes,Others,14088220
1911,3,2,5,No,Commercial,15569210
1058,1,1,3,Yes,House,7545650
1720,1,1,4,Yes,House,12123360
1719,2,1,4,Yes,House,10622400
1191,1,1,3,Yes,Commercial,13355600
1903,2,1,5,No,Others,13191580
1039,1,1,3,Yes,House,8743700
816,1,1,3,No,House,5742295
1848,2,1,5,Yes,Commercial,22022260
931,1,1,3,No,Commercial,10617420
2062,3,2,5,Yes,House,10908000
1894,3,2,5,Yes,Commercial,13640240
1474,2,2,4,No,Others,7675500
968,1,1,3,No,House,5801000
1827,2,1,5,No,House,13258680
709,1,1,2,No,House,7676450
1983,2,1,5,Yes,Others,14603420
1464,2,1,4,No,Commercial,12009660
1290,2,2,4,No,Others,8545605
558,1,1,2,Yes,Commercial,7818500
1863,3,2,5,No,Others,11935020
1199,1,1,3,Yes,Commercial,12569065
1631,1,1,4,Yes,Commercial,19090950
1576,2,1,4,Yes,Others,7740130
1148,1,1,3,Yes,Others,11074760
1792,1,1,4,Yes,Commercial,20823790
1808,2,1,5,No,House,12893440
1877,2,1,5,No,House,13575290
1760,2,1,4,Yes,Others,12544800
966,1,1,3,No,Commercial,10458600
979,1,1,3,Yes,Others,7737625
1044,1,1,3,No,House,8595800
1180,1,1,3,No,Commercial,14166140
1095,1,1,3,Yes,Others,10209650
1202,2,1,4,No,Others,10428940
691,1,1,2,Yes,Commercial,9987005
1313,1,1,3,No,Commercial,10554000
625,1,1,2,No,Commercial,8739100
1933,3,2,5,No,Commercial,15479240
681,1,1,2,Yes,House,6434750
636,1,1,2,No,Others,4706750
1718,1,1,4,Yes,House,14419380
1086,1,1,3,Yes,House,6898750
845,1,1,3,No,Commercial,10081500
1774,1,1,4,Yes,Others,14046370
1730,1,1,4,No,House,12120330
1180,1,1,3,No,House,8937450
1607,2,1,4,No,Commercial,13758930
1182,1,1,3,No,Commercial,13205875
1539,1,1,4,No,Commercial,17061540
1636,2,2,4,No,Others,5624750
1088,1,1,3,No,Others,6368000
1229,1,1,3,Yes,House,8019500
848,1,1,3,No,Others,6618400
1209,2,1,4,Yes,Commercial,14878750
2041,3,2,5,No,House,9625180
618,1,1,2,No,Others,5546495
1750,1,1,4,No,House,11997230
1816,2,1,5,No,Others,13275240
793,1,1,2,No,Others,4398625
1737,2,1,4,No,Commercial,13296730
658,1,1,2,No,House,4479770
1219,2,2,4,No,Others,11155480
1272,1,1,3,No,Commercial,10279750
919,1,1,3,Yes,House,8984050
1741,1,1,4,No,Others,12133700
1984,2,1,5,No,Others,15185240
2202,3,2,5,Yes,Commercial,18670480
630,1,1,2,Yes,Others,7385285
1344,2,1,4,No,Commercial,13112560
915,1,1,3,No,Commercial,5858250
1884,3,2,5,No,House,6860970
1989,2,1,5,No,House,12677940
730,1,1,2,Yes,House,7779515
1081,1,1,3,Yes,House,8721550
1198,1,1,3,Yes,Commercial,13776050
927,1,1,3,No,House,8134850
1611,2,1,4,No,House,9281280
655,1,1,2,Yes,Commercial,11399205
1634,2,1,4,Yes,Commercial,14906280
1762,2,1,4,No,Commercial,14646760
2049,3,2,5,No,House,10019420
1711,2,1,4,No,Commercial,14547070
1807,3,2,5,Yes,Commercial,15929660
591,1,1,2,Yes,Commercial,7142250
1827,2,1,5,Yes,Commercial,20555760
789,1,1,2,Yes,Commercial,10584775
1299,2,2,4,No,Commercial,15815700
786,1,1,2,No,Others,7414265
1726,2,1,4,Yes,House,7662340
1790,1,1,4,Yes,Others,14241820
691,1,1,2,No,House,5125790
1405,2,1,4,Yes,Others,10084320
1009,1,1,3,Yes,Commercial,13215865
1525,1,1,4,Yes,Commercial,19571820
1847,3,2,5,Yes,House,11256610
1250,2,1,4,Yes,Commercial,15556750
804,1,1,2,Yes,Others,5903750
2117,3,2,5,Yes,Others,12416100
2018,3,2,5,Yes,Others,12554380
942,1,1,3,No,Others,7567040
777,1,1,2,Yes,Others,8517175
1695,1,1,4,Yes,House,13209090
902,1,1,3,No,Commercial,10556375
1904,3,2,5,No,Others,8504780
1536,1,1,4,No,Others,10245090
827,1,1,2,Yes,Others,8307375
1553,2,1,4,No,House,6524930
768,1,1,2,Yes,House,7171850
1245,2,1,4,No,Commercial,14686600
1662,2,1,4,Yes,Others,8427850
1958,3,2,5,No,House,10676820
2281,4,2,6,Yes,Commercial,19171860
1908,3,2,5,Yes,House,8466820
916,1,1,3,Yes,Others,9379310
1101,1,1,3,Yes,House,8410150
1518,1,1,4,Yes,Others,12430300
1049,1,1,3,Yes,Commercial,11139700
736,1,1,2,Yes,House,6304750
693,1,1,2,No,House,8013720
1802,2,1,5,No,Others,13397130
888,1,1,3,Yes,Commercial,9910835
973,1,1,3,Yes,Others,9536960
663,1,1,2,Yes,Others,4408125
700,1,1,2,Yes,Others,8270600
976,1,1,3,Yes,Others,9801395
2283,4,2,6,Yes,Others,13852380
1301,1,1,3,Yes,Commercial,12099740
1261,1,1,3,No,Commercial,9634250
2365,4,2,6,No,Commercial,18624480
958,1,1,3,No,Others,9008060
1587,2,1,4,Yes,House,8586060
1977,2,1,5,Yes,Commercial,22000360
1137,1,1,3,No,Others,10441640
865,1,1,3,No,Others,7775300
1125,1,1,3,Yes,House,9248500
1635,2,2,4,No,Commercial,10620750
2345,4,2,6,No,Others,13355100
1072,1,1,3,Yes,House,8569350
2416,4,2,6,Yes,Commercial,19635040
1720,2,1,4,No,Others,8420300
727,1,1,2,Yes,Others,5859875
1970,2,1,5,Yes,Others,16053550
1891,3,2,5,Yes,Others,12303400
1227,1,1,3,Yes,House,6198000
1253,2,1,4,Yes,Others,11010960
1278,1,1,3,No,Commercial,10544750
692,1,1,2,No,Others,4678720
1186,1,1,3,No,Commercial,13042550
1881,3,2,5,Yes,Others,12666980
898,1,1,3,Yes,Others,10373360
1661,2,1,4,Yes,House,8514030
1536,2,1,4,No,House,8720100
726,1,1,2,Yes,Others,7187570
961,1,1,3,Yes,Commercial,10968170
1356,2,2,4,Yes,House,7243250
882,1,1,3,No,Others,8665540
1558,2,2,4,Yes,Others,7898250
1440,2,2,4,Yes,House,7859750
691,1,1,2,Yes,Others,6059625
1255,2,2,4,No,House,10084565
1009,1,1,3,Yes,Commercial,13362600
1065,1,1,3,No,House,6857075
1065,1,1,3,Yes,House,9955700
694,1,1,2,Yes,House,3807000
1045,1,1,3,No,House,9020500
730,1,1,2,Yes,House,5500000
1871,3,2,5,No,Others,8616750
994,1,1,3,Yes,House,9475900
1754,1,1,4,No,House,10917740
2224,4,2,6,Yes,House,12196780
836,1,1,2,No,Others,3577000
1399,2,2,4,No,Commercial,11019000
1950,3,2,5,Yes,House,11217570
1519,1,1,4,Yes,Others,13037450
1605,1,1,4,Yes,Others,12149050
1230,2,1,4,No,Commercial,14109250
584,1,1,2,Yes,Commercial,7439500
1590,2,1,4,No,Commercial,13277730
1734,2,1,4,No,Others,10180900
786,1,1,2,No,Commercial,10905100
701,1,1,2,No,Commercial,8513600
783,1,1,2,Yes,Others,8538070
1739,1,1,4,No,Others,12739970
1127,1,1,3,No,House,8841600
919,1,1,3,No,Commercial,10180400
902,1,1,3,No,Others,8637740
838,1,1,3,Yes,Commercial,11197455
1026,1,1,3,No,Commercial,12388350
1346,2,2,4,Yes,House,7441000
1764,2,1,4,No,Others,10950540
825,1,1,3,Yes,Commercial,11338250
1542,2,1,4,Yes,House,10737270
1869,3,2,5,No,Others,11190500
1291,2,2,4,No,House,6951120
950,1,1,3,Yes,Others,5628000
680,1,1,2,Yes,Commercial,8208000
1579,1,1,4,Yes,Others,12812990
1047,1,1,3,Yes,Others,9051140
1660,1,1,4,Yes,Commercial,18681200
835,1,1,3,Yes,Others,9220450
1883,2,1,5,No,House,13316650
1109,1,1,3,Yes,House,10039740
995,1,1,3,Yes,Others,8055010
1747,2,1,4,Yes,Others,12038110
1529,1,1,4,Yes,House,11985700
1034,1,1,3,Yes,Others,8345500
1302,1,1,3,No,Commercial,11286720
654,1,1,2,Yes,Commercial,6754500
1020,1,1,3,Yes,Commercial,13245700
506,1,1,2,No,Commercial,6519250
1955,2,1,5,Yes,House,13986310
1653,2,2,4,No,Commercial,12268750
1820,3,2,5,Yes,House,11050340
1508,2,1,4,Yes,Commercial,12035430
1292,1,1,3,No,Commercial,8974750
1922,2,1,5,No,Commercial,21208080
584,1,1,2,No,Others,3928250
1839,2,1,5,Yes,House,13903480
1879,3,2,5,No,House,9900740
1199,1,1,3,No,Others,7329125
1181,1,1,3,Yes,House,11060050
1068,1,1,3,No,Others,9087160
1686,2,1,4,Yes,Others,12026070
2242,4,2,6,Yes,Others,13547460
1259,2,1,4,No,House,9574950
1843,2,1,5,Yes,Others,13613320
1924,2,1,5,Yes,Others,14480950
1144,1,1,3,No,Commercial,12649650
542,1,1,2,Yes,Commercial,7689500
1515,1,1,4,No,House,10864880
630,1,1,2,No,Commercial,9683840
1671,2,1,4,No,House,10676510
1047,1,1,3,No,House,6066000
1595,1,1,4,Yes,Commercial,17471500
1299,2,2,4,No,Others,8087365
1626,1,1,4,Yes,Others,12837890
801,1,1,2,No,House,5038250
1089,1,1,3,Yes,Commercial,13099400
1955,2,1,5,No,House,11575870
1708,2,1,4,No,Commercial,13502140
1697,1,1,4,Yes,Others,14121610
1975,2,1,5,No,House,12643190
1966,3,2,5,Yes,House,11333130
1791,1,1,4,No,Others,14020280
1890,3,2,5,Yes,Commercial,15850840
967,1,1,3,No,House,3891250
1711,1,1,4,No,Others,14106990
1583,2,1,4,No,Others,10848760
1274,2,2,4,Yes,House,10736530
1356,2,2,4,No,House,6683750
1144,1,1,3,Yes,House,8969400
1129,1,1,3,No,Others,9117330
695,1,1,2,Yes,Commercial,9132865
867,1,1,3,Yes,House,8325850
1501,2,1,4,No,House,9155320
1896,3,2,5,Yes,Others,11606300
1449,2,2,4,No,House,5464000
1700,1,1,4,No,Others,11926600
1829,3,2,5,No,House,8669050
1178,1,1,3,Yes,Others,10285360
1460,2,1,4,No,House,9213320
1807,2,1,5,Yes,House,13308490
1103,1,1,3,Yes,Commercial,13089560
992,1,1,3,No,House,8611350
1268,2,2,4,No,House,9952510
1890,2,1,5,No,House,11505040
670,1,1,2,No,House,5136000
1236,1,1,3,Yes,House,7416000
1256,1,1,3,No,House,6081000
1071,1,1,3,Yes,Commercial,14402200
1217,2,1,4,Yes,Others,11863790
1488,2,2,4,Yes,House,6997500
2162,3,2,5,Yes,Commercial,17248780
1623,2,1,4,Yes,Commercial,13518220
1585,1,1,4,No,Commercial,17934280
2237,4,2,6,No,House,12183080
1662,2,2,4,No,House,8532500
819,1,1,3,No,Commercial,10569040
2348,4,2,6,No,Others,12021160
604,1,1,2,Yes,Others,9000305
1849,2,1,5,No,House,12412950
1617,2,2,4,Yes,Others,10281375
1733,2,1,4,No,Commercial,14773100
802,1,1,3,Yes,Others,7178990
1081,1,1,3,No,Commercial,10970740
1243,2,2,4,Yes,House,8270125
1430,2,2,4,No,House,7514750
1707,2,1,4,No,Others,9737060
1317,1,1,3,No,Commercial,11665400
1128,1,1,3,Yes,Others,5441000
2458,4,2,6,No,House,11375820
1091,1,1,3,No,Others,7697920
1795,2,1,4,Yes,Others,11809800
2481,4,2,6,Yes,House,14276060
1095,1,1,3,Yes,Commercial,13888700
1759,1,1,4,No,House,11863220
1774,1,1,4,Yes,House,13785170
2314,4,2,6,Yes,Others,14159480
1695,1,1,4,Yes,House,11994050
1099,1,1,3,No,Commercial,13266650
1547,1,1,4,Yes,House,13597890
927,1,1,3,No,Commercial,10431690
1966,2,1,5,No,House,11752460
1541,2,1,4,No,Commercial,13945940
1978,3,2,5,Yes,Others,10699280
1208,1,1,3,Yes,Commercial,10895000
659,1,1,2,No,House,5882500
1834,2,1,5,No,House,13990830
792,1,1,2,Yes,Others,8344040
1262,2,1,4,No,Others,10773390
767,1,1,2,Yes,Others,8320290
1225,1,1,3,No,Others,4243125
732,1,1,2,Yes,House,7978600
1647,2,2,4,Yes,Others,11117625
1344,2,1,4,Yes,House,8991380
807,1,1,3,Yes,Others,7081160
631,1,1,2,Yes,Commercial,8269500
1775,1,1,4,Yes,House,12397590
753,1,1,2,Yes,House,5716935
1952,3,2,5,Yes,House,11148980
1021,1,1,3,Yes,House,9320800
1126,1,1,3,Yes,House,9282050
2397,4,2,6,Yes,House,12753880
1059,1,1,3,Yes,Commercial,14246650
1625,2,1,4,Yes,House,9902600
1080,1,1,3,Yes,Commercial,10254500
2254,4,2,6,Yes,Others,12428040
1696,2,1,4,No,Commercial,13594630
1943,3,2,5,No,Others,10774250
1499,2,1,4,No,Commercial,13324620
1782,2,1,4,Yes,Commercial,14471520
1505,1,1,4,No,Commercial,17242780
2050,3,2,5,Yes,Commercial,16814260
1665,1,1,4,Yes,House,12639580
1391,2,2,4,Yes,House,6642000
1797,1,1,4,Yes,House,13049510
1514,1,1,4,No,Commercial,16835310
786,1,1,2,Yes,Others,10371250
1991,3,2,5,Yes,Commercial,13805110
1814,3,2,5,No,Commercial,13975040
504,1,1,2,No,Others,3454000
1215,2,2,4,Yes,Commercial,16693265
1934,2,1,5,No,House,14154820
1691,2,1,4,Yes,Commercial,14691200
1294,2,1,4,Yes,Commercial,15704500
2268,4,2,6,No,Others,11645200
615,1,1,2,No,Commercial,7284250
1640,2,2,4,Yes,Others,10169750
832,1,1,3,No,Others,9252340
1919,2,1,5,No,House,12308240
1788,2,1,4,No,Others,9689440
1674,1,1,4,Yes,Others,13280420
723,1,1,2,No,Others,7603010
990,1,1,3,No,Commercial,10631860
2219,3,2,5,No,Commercial,17449820
1167,1,1,3,No,House,7904525
1566,1,1,4,No,Commercial,17187060
1053,1,1,3,Yes,Others,10137210
1781,2,1,4,No,Commercial,13206150
2470,4,2,6,No,Others,12792980
1612,2,1,4,No,Others,8690980
1418,2,1,4,Yes,House,8878740
1032,1,1,3,Yes,House,9629850
1430,2,2,4,Yes,Commercial,12919750
812,1,1,3,Yes,Commercial,12347950
571,1,1,2,Yes,House,4627500
1709,2,1,4,Yes,Commercial,13822920
1128,1,1,3,No,Commercial,12072650
1731,2,1,4,No,Others,11270960
1620,2,1,4,Yes,Commercial,13957610
1581,2,1,4,Yes,Commercial,13356200
1672,1,1,4,Yes,Others,14477850
1266,2,1,4,Yes,House,9077550
1298,2,1,4,Yes,Others,11998010
1952,2,1,5,Yes,House,13942350
2386,4,2,6,Yes,Others,12941380
1058,1,1,3,Yes,House,8598500
987,1,1,3,Yes,House,9200725
1256,1,1,3,No,Commercial,9393000
1824,3,2,5,No,Commercial,15122540
1752,2,1,4,Noo,Others,8535580
796,1,1,2,Yes,Commercial,9737150
1031,1,1,3,No,Others,9241670
1114,1,1,3,Yes,House,9688300
1567,1,1,4,No,Others,11630020
1282,2,2,4,Yes,Others,9301605
957,1,1,3,Yes,Others,8292190
1510,1,1,4,No,Commercial,16300260
1005,1,1,3,Yes,Others,7525375
1824,3,2,5,No,House,6911070
837,1,1,3,Yes,Commercial,10563700
1103,1,1,3,No,House,7693965
1386,2,2,4,No,Others,8418500
1588,2,1,4,Yes,Commercial,11516250
792,1,1,2,No,Commercial,10567050
1241,2,1,4,Yes,House,8939050
1571,2,1,4,Yes,Others,11648840
770,1,1,2,No,Commercial,8883750
1707,1,1,4,No,Commercial,17363590
1840,2,1,5,Yes,House,14477820
972,1,1,3,No,Others,6399750
1000,1,1,3,No,Others,8348770
1888,2,1,5,Yes,House,13764960
557,1,1,2,Yes,Others,3210125
1180,1,1,3,No,Others,8889850
1219,2,1,4,Yes,Others,9951030
943,1,1,3,Yes,Commercial,8776500
1133,1,1,3,Yes,House,9468000
1153,1,1,3,Yes,House,8350260
1618,2,1,4,Yes,Commercial,16354300
1246,1,1,3,Yes,Commercial,7957500
2389,4,2,6,No,Commercial,18402940
2227,4,2,6,No,House,11820720
1853,2,1,5,Yes,House,13761350
926,1,1,3,No,Commercial,11939850
1517,1,1,4,No,Others,11712660
1721,2,1,4,No,House,9225240
1231,1,1,3,No,House,5711000
1090,1,1,3,Yes,House,4876500
1590,2,1,4,Yes,Commercial,13925230
1353,2,2,4,Yes,Others,7507375
1610,1,1,4,Yes,Others,13545830
1883,2,1,5,Yes,Others,14866620
1029,1,1,3,Yes,Commercial,13376150
1285,2,1,4,Yes,House,11819950
1210,2,2,4,Yes,Commercial,12495925
774,1,1,2,No,House,4182250
940,1,1,3,No,Others,9064800
1893,3,2,5,Yes,Others,9995770
857,1,1,3,No,House,7377300
1563,1,1,4,No,Others,11277710
1634,2,1,4,No,Others,9643920
1483,2,1,4,No,House,8756780
1902,2,1,5,Yes,Commercial,21789460
1638,1,1,4,Yes,Others,13906030
1877,2,1,5,Yes,Commercial,21810920
751,1,1,2,Yes,Others,8484620
1873,3,2,5,No,Commercial,15494260
1021,1,1,3,Yes,House,8387750
1448,2,2,4,Yes,Commercial,13435000
720,1,1,2,No,Others,6352250
1514,1,1,4,No,Others,12279230
2347,4,2,6,No,Others,12885880
1816,3,2,5,Yes,House,10764320
1615,2,1,4,Yes,Others,8092310
1941,3,2,5,No,Others,11014650
2227,4,2,6,Yes,House,12334760
1119,1,1,3,Yes,Commercial,13267150
885,1,1,3,No,Others,8414700
1417,2,2,4,Yes,Commercial,12304750
1278,2,2,4,Yes,House,9448455
1050,1,1,3,Yes,Others,11284700
1706,1,1,4,Yes,Others,13094870
774,1,1,2,No,Commercial,6353750
1751,1,1,4,Yes,House,13331980
729,1,1,2,Yes,Others,6678875
1142,1,1,3,Yes,House,10065600
1668,2,1,4,Yes,House,9150510
857,1,1,3,No,Commercial,12232800
1774,2,1,4,No,Commercial,14103230
897,1,1,3,Yes,Others,8957390
1838,2,1,5,No,Commercial,20241530
1000,1,1,3,Yes,Others,8080925
1209,1,1,3,No,Others,6567375
858,1,1,3,Yes,Commercial,10335050
767,1,1,2,Yes,House,9045605
1624,1,1,4,Yes,Others,13234330
579,1,1,2,No,Others,5032625
881,1,1,3,Yes,Commercial,12724510
722,1,1,2,Yes,House,6888450
1837,3,2,5,No,Others,11411760
1296,2,1,4,No,Others,9965620
1624,2,2,4,No,House,7651250
1630,1,1,4,Yes,Others,12938720
1257,2,1,4,No,Other,9946290
1163,1,1,3,No,Commercial,12123250
1652,2,1,4,Yes,Commercial,12039380
1566,2,1,4,No,House,6776450
1669,2,1,4,No,Others,7193030
1009,1,1,3,Yes,House,5272250
750,1,1,2,No,Others,6252365
2149,3,2,5,No,House,11840340
1818,3,2,5,Yes,Others,9890560
1623,2,1,4,No,Commercial,14485900
1602,1,1,4,Yes,House,12359320
1143,1,1,3,No,Commercial,12716150
865,1,1,3,No,House,4982055
1880,2,1,5,No,Commercial,20562600
721,1,1,2,No,Others,8732470
1510,1,1,4,No,Others,10754410
1025,1,1,3,Yes,Commercial,13168605
762,1,1,2,Yes,House,7675750
1609,1,1,4,No,Commercial,17720900
869,1,1,3,Yes,Commercial,12454750
1109,1,1,3,Yes,Commercial,12735905
928,1,1,3,No,House,6997335
1747,2,1,4,Yes,Others,9983410
1526,1,1,4,No,Commercial,18546530
1922,2,1,5,Yes,House,13211540
1366,2,1,4,No,House,9808360
731,1,1,2,No,House,3102500
1886,2,1,5,No,House,12040960
1754,2,1,4,Yes,Others,11963590
1236,2,2,4,No,Commercial,13478895
1291,2,1,4,Yes,House,10499650
1744,1,1,4,No,House,11667270
933,1,1,3,No,House,9022165
747,1,1,2,No,House,6206700
1574,2,1,4,Yes,House,8287180
1290,2,1,4,No,Commercial,13442250
1574,2,1,4,No,Commercial,13113330
932,1,1,3,Yes,Commercial,10095000
1047,1,1,3,No,Commercial,8597500
1957,2,1,5,No,Others,13371220
1511,2,2,4,Yes,House,9268750
1761,2,1,4,Yes,Commercial,14397160
2287,4,2,6,No,House,12339780
1749,2,1,4,No,Others,10236960
1550,2,2,4,Yes,House,8566750
1766,1,1,4,No,Commercial,18658980
1540,1,1,4,Yes,Others,13186470
1874,3,2,5,No,House,9292000
1454,2,2,4,No,House,7202750
2461,4,2,6,No,House,11338920
1528,2,1,4,Yes,Commercial,13642920
823,1,1,3,No,Others,7174375
1389,2,1,4,No,Others,9630040
765,1,1,2,No,House,8203665
1244,2,2,4,Yes,Others,8661320
1566,2,1,4,Yes,Others,11548700
1539,1,1,4,No,House,11320960
1283,2,1,4,Yes,Commercial,15503650
1132,1,1,3,Yes,Commercial,13606450
948,1,1,3,No,House,8423350
589,1,1,2,Yes,Others,6061625
1025,1,1,3,No,Commercial,7688000
885,1,1,3,Yes,Commercial,10958500
758,1,1,2,No,House,6237500
663,1,1,2,Yes,House,5426740
1530,2,1,4,Yes,House,6752540
1948,3,2,5,No,Others,10765530
940,1,1,3,Yes,House,8871195
1532,1,1,4,No,House,10802190
1894,3,2,5,Yes,Others,8917740
1373,2,1,4,No,Others,8638540
1528,2,1,4,No,House,7922150
1826,3,2,5,No,Others,9711430
1132,1,1,3,No,House,5330500
1955,2,1,5,Yes,House,14862430
1036,1,1,3,Yes,House,8901750
1504,1,1,4,Yes,Commercial,20362800
1826,2,1,5,Yes,Others,15779500
1609,2,2,4,Yes,Commercial,11274750
891,1,1,3,Yes,Commercial,7999750
1665,2,2,4,No,Others,7729125
1965,2,1,5,Yes,Others,14411150
1157,1,1,3,No,Commercial,12632900
2064,3,2,5,No,Commercial,16497820
1181,1,1,3,No,Others,9847570
1653,2,1,4,Yes,Others,10794060
2282,4,2,6,No,House,12171140
1531,2,2,4,No,Commercial,11451250
1629,1,1,4,No,Commercial,19939120
1081,1,1,3,Yes,Others,9778420
1041,1,1,3,Yes,Commercial,9045250
1175,1,1,3,Yes,House,9758600
810,1,1,3,No,Commercial,9879950
1722,2,1,4,No,House,9795980
1475,2,2,4,No,House,8296250
1522,1,1,4,No,House,11295000
1556,,1,4,No,House,10797790
1286,2,1,4,Yes,Commercial,14962800
1803,3,2,5,Yes,House,11546330
866,1,1,3,No,Commercial,10173350
1178,1,1,3,Yes,House,8638785
1626,1,1,4,No,Others,12866410
1589,1,1,4,Yes,House,12025410
1165,1,1,3,No,House,7550250
618,1,1,2,No,Commercial,8421940
1144,1,1,3,No,Others,9341380
1201,2,2,4,No,Commercial,14203140
879,1,1,2,Yes,House,6313250
1501,1,1,4,Yes,Others,13627030
1289,2,2,4,Yes,Commercial,17360470
1741,2,1,4,Yes,Others,10458220
1585,2,2,4,No,Commercial,11996750
897,1,1,3,Yes,House,9162950
1172,1,1,3,Yes,House,9701600
1321,1,1,3,Yes,Others,8527375
798,1,1,2,No,Others,4517000
1808,2,1,5,No,Commercial,20487250
934,1,1,3,No,Others,7774580
961,1,1,3,Yes,Others,8637320
962,1,1,3,No,Others,6374265
1778,3,2,5,No,Others,10567300
1756,1,1,4,Yes,House,12368790
1023,1,1,3,No,Others,4798625
784,1,1,2,No,House,6611365
1485,2,1,4,No,House,8195220
2177,3,2,5,Yes,Others,13553180
2088,3,2,5,Yes,Others,12879720
1181,1,1,3,Yes,Others,8418360
1308,1,1,3,No,House,9168580
663,1,1,2,No,House,3815750
1975,2,1,5,Yes,House,13567150
749,1,1,2,No,Commercial,9607900
1727,2,1,4,Yes,House,8269610
2158,3,2,5,Yes,Others,13154100
1157,1,1,3,No,House,9455100
1832,2,1,5,No,Commercial,21686920
1138,1,1,3,Yes,Commercial,13801050
770,1,1,2,No,House,6348750
1842,2,1,5,No,House,13040160
1882,2,1,5,Yes,Commercial,19761890
757,1,1,2,Yes,Others,8854790
1884,3,2,5,Yes,House,9955440
1729,2,1,4,Yes,Others,10643500
866,1,1,3,Yes,Others,6666735
919,1,1,3,Yes,Commercial,10589000
1587,2,1,4,No,House,8983700
1282,2,1,4,Yes,Others,11073340
928,1,1,3,No,Others,8454860
898,1,1,3,No,House,6802150
692,1,1,2,Yes,Commercial,7814575
1972,2,1,5,Yes,Others,13941590
2079,3,2,5,No,Others,10468580
1486,2,1,4,No,Commercial,12616820
1742,1,1,4,Yes,Commercial,20982920
1936,2,1,5,Yes,House,13788080
1214,1,1,3,No,Commercial,9985750
1257,1,1,3,Yes,House,6660000
841,1,1,2,Yes,House,5355750
2255,4,2,6,No,Commercial,16982280
1605,2,1,4,Yes,Commercial,13759280
1188,1,1,3,No,Commercial,12840300
1213,2,1,4,Yes,Others,10243060
731,1,1,2,Yes,Commercial,11029700
1781,3,2,5,Yes,Commercial,16174720
702,1,1,2,No,Commercial,8883050
1949,2,1,5,No,Others,15476650
1857,2,1,5,No,Others,14093160
1904,3,2,5,No,Others,10782380
1199,1,1,3,No,Commercial,7839500
1228,1,1,3,Yes,Commercial,11531000
1786,2,1,4,Yes,Commercial,17240870
1953,3,2,5,Yes,Others,8916410
1287,1,1,3,No,Commercial,10931250
1369,2,1,4,No,House,9103800
1771,2,1,4,Yes,House,11090200
1082,1,1,3,Yes,House,9177820
1636,2,1,4,Yes,House,10056300
602,1,1,2,No,Others,6560250
1854,2,1,5,No,House,11704830
1655,2,2,4,Yes,Others,9837875
698,1,1,2,No,Commercial,9879040
1101,1,1,3,No,House,8572650
785,1,1,2,Yes,Others,6576375
1135,1,1,3,Yes,House,11046310
1308,1,1,3,Yes,Others,8242250
924,1,1,3,No,Commercial,10571990
508,1,1,2,Yes,Commercial,6709750
1725,2,1,4,No,House,9817160
1665,2,2,4,No,Commercial,11513500
1868,3,2,5,Yes,Others,11348140
1951,2,1,5,Yes,Commercial,20272170
1665,1,1,4,Yes,Commercial,20656290
1537,1,1,4,No,Commercial,17670400
912,1,1,3,Yes,Commercial,11583300
724,1,1,2,Yes,Commercial,8033250
516,1,1,2,No,Commercial,3331750
1764,1,1,4,Yes,Others,13971130
872,1,1,3,No,Others,7693740
887,1,1,3,Yes,Commercial,13118450
1080,1,1,3,Yes,Commercial,12721750
1045,1,1,3,Yes,House,9480000
1530,2,2,4,No,Commercial,12046250
1132,1,1,3,No,House,6050375
2365,4,2,6,Yes,Others,12924800
1781,2,1,4,No,House,10048510
1138,1,1,3,No,Commercial,11770400
2375,4,2,6,No,House,11381360
1115,1,1,3,No,Others,6224875
811,1,1,3,No,Commercial,10890050
1586,1,1,4,No,House,10882430
1103,1,1,3,Yes,Others,10560810
939,1,1,3,Yes,House,5326500
1727,2,1,4,No,House,7341790
1672,1,1,4,No,Commercial,18911110
1581,1,1,4,Yes,Commercial,18011000
1781,1,1,4,No,Commercial,19789040
1668,2,1,4,No,Commercial,14139220
1263,2,2,4,No,House,7926700
819,1,1,3,No,House,7484395
1145,1,1,3,No,House,6855750
1074,1,1,3,Yes,Commercial,12904650
1707,1,1,4,No,Others,13057270
2145,3,2,5,No,Commercial,17357440
737,1,1,2,No,House,6916665
1178,1,1,3,No,Others,6652020
1261,2,2,4,Yes,Others,9653285
807,1,1,2,Yes,Others,7603375
1167,1,1,3,No,Others,9790040
1575,2,2,4,No,House,7629750
1177,1,1,3,No,House,7014250
1069,1,1,3,No,Others,4661125
